"Host","Opponent","Date","Tm","Opp","Tm_odd","Opp_odd","Year"
"MIN","LAL","Feb 05, 2014","109","99","1.15","5.87","2014"
"LAC","MIA","Feb 06, 2014","112","116","1.89","1.95","2014"
"SAC","TOR","Feb 06, 2014","109","101","1.90","1.94","2014"
"DEN","MIL","Feb 06, 2014","110","100","1.10","7.68","2014"
"HOU","PHO","Feb 06, 2014","122","108","1.30","3.78","2014"
"MEM","DAL","Feb 06, 2014","96","110","1.71","2.20","2014"
"NOP","ATL","Feb 06, 2014","105","100","1.70","2.22","2014"
"NYK","POR","Feb 06, 2014","90","94","2.24","1.70","2014"
"OKC","MIN","Feb 06, 2014","106","97","1.13","6.54","2014"
"BOS","SAC","Feb 07, 2014","99","89","2.04","1.82","2014"
"DET","BRK","Feb 07, 2014","111","95","1.82","2.04","2014"
"NYK","DEN","Feb 07, 2014","117","90","1.78","2.09","2014"
"IND","POR","Feb 07, 2014","118","113","1.41","3.02","2014"
"ORL","OKC","Feb 07, 2014","103","102","5.16","1.19","2014"
"PHI","LAL","Feb 07, 2014","98","112","1.58","2.46","2014"
"WAS","CLE","Feb 07, 2014","113","115","1.21","4.78","2014"
"GSW","CHI","Feb 07, 2014","102","87","1.41","3.06","2014"
"BRK","SAS","Feb 07, 2014","103","89","1.39","3.15","2014"
"ATL","MEM","Feb 08, 2014","76","79","1.86","1.99","2014"
"DET","DEN","Feb 08, 2014","126","109","1.79","2.08","2014"
"CHO","SAS","Feb 08, 2014","100","104","2.72","1.49","2014"
"LAC","TOR","Feb 08, 2014","118","105","1.42","3.02","2014"
"NOP","MIN","Feb 08, 2014","98","91","1.95","1.89","2014"
"DAL","UTA","Feb 08, 2014","103","81","1.19","5.00","2014"
"BOS","DAL","Feb 09, 2014","91","102","2.53","1.56","2014"
"BRK","NOP","Feb 09, 2014","93","81","1.51","2.67","2014"
"CLE","MEM","Feb 09, 2014","91","83","2.28","1.67","2014"
"ORL","IND","Feb 09, 2014","93","92","4.20","1.25","2014"
"WAS","SAC","Feb 09, 2014","93","84","1.46","2.81","2014"
"LAL","CHI","Feb 09, 2014","86","92","2.35","1.64","2014"
"OKC","NYK","Feb 09, 2014","112","100","1.21","4.73","2014"
"PHO","GSW","Feb 09, 2014","122","109","1.53","2.61","2014"
"UTA","MIA","Feb 09, 2014","94","89","5.29","1.18","2014"
"MIL","HOU","Feb 09, 2014","95","101","6.35","1.14","2014"
"MIN","POR","Feb 09, 2014","110","117","2.41","1.63","2014"
"DET","SAS","Feb 10, 2014","109","100","2.38","1.62","2014"
"IND","DEN","Feb 10, 2014","119","80","1.15","5.97","2014"
"TOR","NOP","Feb 10, 2014","108","101","1.34","3.44","2014"
"LAC","PHI","Feb 10, 2014","123","78","1.04","14.89","2014"
"CHO","DAL","Feb 11, 2014","114","89","2.44","1.59","2014"
"CLE","SAC","Feb 11, 2014","109","99","2.03","1.83","2014"
"GSW","PHI","Feb 11, 2014","123","80","1.04","12.94","2014"
"MIL","BOS","Feb 11, 2014","86","102","1.89","1.95","2014"
"MIN","HOU","Feb 11, 2014","89","107","2.59","1.54","2014"
"ATL","MIN","Feb 01, 2014","120","113","1.68","2.26","2014"
"DET","PHI","Feb 01, 2014","113","96","1.20","4.94","2014"
"IND","BRK","Feb 01, 2014","97","96","1.13","6.70","2014"
"WAS","OKC","Feb 01, 2014","96","81","2.73","1.49","2014"
"LAL","CHO","Feb 01, 2014","100","110","1.66","2.30","2014"
"UTA","GSW","Feb 01, 2014","90","95","3.07","1.40","2014"
"DEN","TOR","Feb 01, 2014","90","100","1.86","1.98","2014"
"DAL","SAC","Feb 01, 2014","107","103","1.22","4.59","2014"
"BRK","OKC","Feb 01, 2014","95","120","2.71","1.50","2014"
"MIN","MEM","Feb 01, 2014","90","94","2.02","1.83","2014"
"BOS","ORL","Feb 02, 2014","96","89","1.38","3.19","2014"
"LAC","UTA","Feb 02, 2014","102","87","1.09","8.84","2014"
"POR","TOR","Feb 02, 2014","106","103","1.32","3.59","2014"
"PHO","CHO","Feb 02, 2014","105","95","1.24","4.28","2014"
"NYK","MIA","Feb 02, 2014","91","106","2.72","1.49","2014"
"SAS","SAC","Feb 02, 2014","95","93","1.17","5.51","2014"
"HOU","CLE","Feb 02, 2014","106","92","1.12","6.87","2014"
"MEM","MIL","Feb 02, 2014","99","90","1.08","8.73","2014"
"NOP","CHI","Feb 02, 2014","88","79","1.89","1.95","2014"
"BRK","PHI","Feb 03, 2014","108","102","1.21","4.71","2014"
"MIA","DET","Feb 03, 2014","102","96","1.19","5.00","2014"
"IND","ORL","Feb 03, 2014","98","79","1.04","14.00","2014"
"WAS","POR","Feb 03, 2014","100","90","1.94","1.90","2014"
"ATL","IND","Feb 04, 2014","85","89","2.31","1.65","2014"
"SAC","CHI","Feb 04, 2014","99","70","1.85","2.00","2014"
"DEN","LAC","Feb 04, 2014","116","115","2.03","1.83","2014"
"UTA","TOR","Feb 04, 2014","79","94","2.63","1.52","2014"
"DAL","CLE","Feb 04, 2014","124","107","1.26","4.12","2014"
"MIL","NYK","Feb 04, 2014","101","98","4.06","1.26","2014"
"NOP","SAS","Feb 04, 2014","95","102","2.38","1.63","2014"
"OKC","MEM","Feb 04, 2014","86","77","1.25","4.16","2014"
"BOS","PHI","Jan 29, 2014","94","95","1.59","2.45","2014"
"MIA","OKC","Jan 29, 2014","95","112","1.55","2.57","2014"
"TOR","ORL","Jan 29, 2014","98","83","1.19","5.06","2014"
"GSW","WAS","Jan 29, 2014","85","88","1.26","4.08","2014"
"LAL","IND","Jan 29, 2014","92","104","5.63","1.17","2014"
"POR","MEM","Jan 29, 2014","81","98","1.48","2.76","2014"
"HOU","SAS","Jan 29, 2014","97","90","2.09","1.78","2014"
"IND","PHO","Jan 30, 2014","94","102","1.12","6.93","2014"
"LAC","WAS","Jan 30, 2014","110","103","1.25","4.19","2014"
"SAC","MEM","Jan 30, 2014","89","99","2.83","1.46","2014"
"SAS","CHI","Jan 30, 2014","86","96","1.27","4.00","2014"
"DEN","CHO","Jan 30, 2014","98","101","1.28","3.89","2014"
"DAL","HOU","Jan 30, 2014","115","117","1.50","2.69","2014"
"MIL","PHO","Jan 30, 2014","117","126","4.32","1.24","2014"
"MIN","NOP","Jan 30, 2014","88","77","1.16","5.78","2014"
"PHI","ATL","Jan 31, 2014","99","125","2.71","1.49","2014"
"ORL","MIL","Jan 31, 2014","113","102","1.39","3.16","2014"
"GSW","LAC","Jan 31, 2014","111","92","1.40","3.06","2014"
"NYK","CLE","Jan 31, 2014","117","86","1.36","3.27","2014"
"NYK","PHI","Jan 22, 2014","106","110","1.26","4.12","2014"
"CHO","LAC","Jan 22, 2014","95","91","3.01","1.41","2014"
"CLE","CHI","Jan 22, 2014","87","98","1.52","2.62","2014"
"ORL","ATL","Jan 22, 2014","109","112","2.90","1.44","2014"
"WAS","BOS","Jan 22, 2014","111","113","1.19","4.97","2014"
"TOR","DAL","Jan 22, 2014","93","85","1.72","2.20","2014"
"UTA","MIN","Jan 22, 2014","97","112","2.62","1.53","2014"
"NOP","SAC","Jan 22, 2014","97","114","2.03","1.82","2014"
"OKC","POR","Jan 22, 2014","105","97","1.36","3.27","2014"
"PHO","IND","Jan 23, 2014","124","100","3.03","1.41","2014"
"HOU","SAC","Jan 23, 2014","119","98","1.18","5.24","2014"
"MIL","DET","Jan 23, 2014","104","101","2.65","1.51","2014"
"SAS","OKC","Jan 23, 2014","105","111","1.37","3.23","2014"
"ATL","SAS","Jan 24, 2014","79","105","2.79","1.47","2014"
"BOS","OKC","Jan 24, 2014","83","101","2.26","1.68","2014"
"BRK","DAL","Jan 24, 2014","107","106","1.79","2.08","2014"
"CLE","MIL","Jan 24, 2014","93","78","1.25","4.18","2014"
"DET","NOP","Jan 24, 2014","101","103","1.62","2.38","2014"
"NYK","CHO","Jan 24, 2014","125","96","1.55","2.56","2014"
"ORL","LAL","Jan 24, 2014","114","105","1.74","2.16","2014"
"PHI","TOR","Jan 24, 2014","95","104","3.14","1.39","2014"
"POR","DEN","Jan 24, 2014","110","105","1.34","3.44","2014"
"MIA","LAL","Jan 24, 2014","109","102","1.12","6.96","2014"
"PHI","OKC","Jan 25, 2014","91","103","4.56","1.23","2014"
"CHO","CHI","Jan 25, 2014","87","89","2.05","1.81","2014"
"TOR","LAC","Jan 25, 2014","118","126","1.88","1.96","2014"
"GSW","MIN","Jan 25, 2014","120","121","1.58","2.47","2014"
"SAC","IND","Jan 25, 2014","111","116","7.05","1.12","2014"
"PHO","WAS","Jan 25, 2014","95","101","1.59","2.44","2014"
"CHI","LAC","Jan 25, 2014","95","112","2.11","1.76","2014"
"HOU","MEM","Jan 25, 2014","87","88","1.42","2.96","2014"
"DAL","DET","Jan 26, 2014","116","106","1.36","3.30","2014"
"BOS","BRK","Jan 26, 2014","79","85","2.60","1.53","2014"
"CLE","PHO","Jan 26, 2014","90","99","1.79","2.08","2014"
"NOP","ORL","Jan 26, 2014","100","92","1.38","3.19","2014"
"NYK","LAL","Jan 26, 2014","110","103","1.44","2.90","2014"
"MIA","SAS","Jan 26, 2014","113","101","1.57","2.50","2014"
"POR","MIN","Jan 26, 2014","115","104","1.31","3.66","2014"
"DEN","IND","Jan 26, 2014","109","96","2.08","1.79","2014"
"UTA","WAS","Jan 26, 2014","104","101","1.77","2.10","2014"
"MIL","ATL","Jan 26, 2014","87","112","2.15","1.74","2014"
"MEM","HOU","Jan 26, 2014","99","81","2.03","1.82","2014"
"BRK","TOR","Jan 27, 2014","103","104","1.57","2.49","2014"
"PHI","PHO","Jan 27, 2014","113","124","2.76","1.48","2014"
"GSW","POR","Jan 27, 2014","103","88","1.42","3.00","2014"
"SAC","DEN","Jan 27, 2014","117","125","2.52","1.56","2014"
"DET","ORL","Jan 28, 2014","103","87","1.33","3.49","2014"
"NYK","BOS","Jan 28, 2014","114","88","1.38","3.17","2014"
"CLE","NOP","Jan 28, 2014","89","100","1.73","2.17","2014"
"UTA","SAC","Jan 28, 2014","106","99","1.32","3.57","2014"
"CHI","MIN","Jan 28, 2014","86","95","2.58","1.54","2014"
"MIL","LAC","Jan 28, 2014","86","114","5.52","1.17","2014"
"OKC","ATL","Jan 28, 2014","111","109","1.17","5.48","2014"
"IND","NYK","Jan 16, 2014","117","89","1.20","4.81","2014"
"ATL","BRK","Jan 16, 2014","110","127","1.88","1.96","2014"
"GSW","DEN","Jan 16, 2014","116","123","1.27","4.00","2014"
"LAC","DAL","Jan 16, 2014","129","127","1.50","2.71","2014"
"POR","CLE","Jan 16, 2014","108","96","1.16","5.59","2014"
"PHO","LAL","Jan 16, 2014","121","114","1.15","5.83","2014"
"MIN","SAC","Jan 16, 2014","108","111","1.19","5.02","2014"
"SAS","UTA","Jan 16, 2014","109","105","1.06","10.88","2014"
"MIL","MEM","Jan 16, 2014","77","82","2.96","1.42","2014"
"NOP","HOU","Jan 16, 2014","100","103","2.93","1.43","2014"
"BOS","LAL","Jan 17, 2014","104","107","1.33","3.46","2014"
"DET","UTA","Jan 17, 2014","89","110","1.34","3.41","2014"
"NYK","LAC","Jan 17, 2014","95","109","2.58","1.54","2014"
"ORL","CHO","Jan 17, 2014","101","111","2.02","1.83","2014"
"PHI","MIA","Jan 17, 2014","86","101","6.38","1.13","2014"
"TOR","MIN","Jan 17, 2014","94","89","1.88","1.95","2014"
"WAS","CHI","Jan 17, 2014","96","93","1.51","2.67","2014"
"HOU","OKC","Jan 17, 2014","92","104","1.72","2.18","2014"
"CHO","MIA","Jan 18, 2014","96","104","3.42","1.34","2014"
"IND","LAC","Jan 18, 2014","106","92","1.21","4.72","2014"
"WAS","DET","Jan 18, 2014","98","104","1.41","3.05","2014"
"OKC","GSW","Jan 18, 2014","127","121","1.92","1.92","2014"
"DEN","CLE","Jan 18, 2014","109","117","1.33","3.47","2014"
"PHO","DAL","Jan 18, 2014","107","110","2.05","1.81","2014"
"SAS","POR","Jan 18, 2014","100","109","1.43","2.93","2014"
"MEM","SAC","Jan 18, 2014","91","90","1.44","2.89","2014"
"OKC","SAC","Jan 19, 2014","108","93","1.25","4.20","2014"
"SAS","MIL","Jan 19, 2014","110","82","1.03","14.75","2014"
"ORL","BOS","Jan 19, 2014","93","91","2.31","1.66","2014"
"TOR","LAL","Jan 19, 2014","106","112","1.21","4.76","2014"
"DAL","POR","Jan 19, 2014","111","127","2.09","1.78","2014"
"CHI","PHI","Jan 19, 2014","103","78","1.26","4.15","2014"
"HOU","MIL","Jan 19, 2014","114","104","1.06","11.31","2014"
"MIN","UTA","Jan 19, 2014","98","72","1.16","5.62","2014"
"NOP","GSW","Jan 19, 2014","87","97","2.71","1.49","2014"
"ATL","MIA","Jan 20, 2014","121","114","2.73","1.49","2014"
"MEM","NOP","Jan 20, 2014","92","95","1.28","3.86","2014"
"NYK","BRK","Jan 20, 2014","80","103","2.03","1.82","2014"
"CHO","TOR","Jan 20, 2014","100","95","2.49","1.58","2014"
"WAS","PHI","Jan 20, 2014","107","99","1.17","5.57","2014"
"CLE","DAL","Jan 20, 2014","97","102","1.98","1.87","2014"
"DET","LAC","Jan 20, 2014","103","112","2.35","1.64","2014"
"PHO","DEN","Jan 20, 2014","117","103","1.81","2.05","2014"
"BRK","ORL","Jan 21, 2014","101","90","1.22","4.64","2014"
"MIA","BOS","Jan 21, 2014","93","86","1.19","5.08","2014"
"GSW","IND","Jan 21, 2014","94","102","1.82","2.04","2014"
"CHI","LAL","Jan 21, 2014","102","100","1.23","4.42","2014"
"HOU","POR","Jan 21, 2014","126","113","1.76","2.12","2014"
"ATL","IND","Jan 08, 2014","97","87","2.58","1.54","2014"
"BRK","GSW","Jan 08, 2014","102","98","3.03","1.41","2014"
"SAS","DAL","Jan 08, 2014","112","90","1.47","2.80","2014"
"TOR","DET","Jan 08, 2014","112","91","1.40","3.08","2014"
"SAC","POR","Jan 08, 2014","123","119","2.72","1.49","2014"
"DEN","BOS","Jan 08, 2014","129","98","1.31","3.65","2014"
"UTA","OKC","Jan 08, 2014","112","101","3.24","1.37","2014"
"DAL","LAL","Jan 08, 2014","110","97","1.18","5.23","2014"
"CHI","PHO","Jan 08, 2014","92","87","2.08","1.79","2014"
"MEM","SAS","Jan 08, 2014","108","110","2.98","1.42","2014"
"MIL","GSW","Jan 08, 2014","80","101","5.40","1.17","2014"
"LAC","BOS","Jan 09, 2014","111","105","1.15","5.89","2014"
"POR","ORL","Jan 09, 2014","110","94","1.09","8.56","2014"
"MIN","PHO","Jan 09, 2014","103","104","1.26","4.06","2014"
"HOU","LAL","Jan 09, 2014","113","99","1.07","9.97","2014"
"NOP","WAS","Jan 09, 2014","96","102","1.58","2.47","2014"
"ATL","HOU","Jan 10, 2014","83","80","2.21","1.70","2014"
"IND","WAS","Jan 10, 2014","93","66","1.21","4.82","2014"
"PHI","DET","Jan 10, 2014","104","114","2.15","1.74","2014"
"DEN","OKC","Jan 10, 2014","101","88","2.33","1.64","2014"
"NYK","MIA","Jan 10, 2014","102","92","4.01","1.27","2014"
"DET","PHO","Jan 11, 2014","110","108","1.82","2.04","2014"
"PHI","NYK","Jan 11, 2014","92","102","2.72","1.49","2014"
"TOR","BRK","Jan 11, 2014","96","80","1.24","4.39","2014"
"WAS","HOU","Jan 11, 2014","107","114","2.13","1.76","2014"
"GSW","BOS","Jan 11, 2014","99","97","1.13","6.76","2014"
"LAC","LAL","Jan 11, 2014","123","87","1.16","5.67","2014"
"SAC","ORL","Jan 11, 2014","103","83","1.31","3.62","2014"
"UTA","CLE","Jan 11, 2014","102","113","1.87","1.97","2014"
"MIL","CHI","Jan 11, 2014","72","81","2.55","1.55","2014"
"BRK","MIA","Jan 11, 2014","104","95","2.88","1.45","2014"
"MEM","PHO","Jan 11, 2014","104","99","1.67","2.29","2014"
"MIN","CHO","Jan 11, 2014","119","92","1.18","5.22","2014"
"NOP","DAL","Jan 11, 2014","90","107","2.02","1.83","2014"
"SAS","MIN","Jan 12, 2014","104","86","1.42","2.97","2014"
"MEM","ATL","Jan 12, 2014","108","101","1.50","2.69","2014"
"SAC","CLE","Jan 12, 2014","124","80","1.65","2.31","2014"
"POR","BOS","Jan 12, 2014","112","104","1.10","7.94","2014"
"DEN","ORL","Jan 12, 2014","120","94","1.09","8.55","2014"
"DAL","NOP","Jan 12, 2014","110","107","1.26","4.09","2014"
"CHI","CHO","Jan 12, 2014","103","97","1.54","2.58","2014"
"OKC","MIL","Jan 12, 2014","101","85","1.04","14.10","2014"
"BOS","HOU","Jan 13, 2014","92","104","3.07","1.40","2014"
"NYK","PHO","Jan 13, 2014","98","96","1.56","2.52","2014"
"TOR","MIL","Jan 13, 2014","116","94","1.16","5.71","2014"
"CHO","NYK","Jan 14, 2014","108","98","1.87","1.96","2014"
"IND","SAC","Jan 14, 2014","116","92","1.15","5.79","2014"
"UTA","DEN","Jan 14, 2014","118","103","3.03","1.41","2014"
"DAL","ORL","Jan 14, 2014","107","88","1.09","8.67","2014"
"CHI","WAS","Jan 14, 2014","88","102","1.71","2.20","2014"
"NOP","SAS","Jan 14, 2014","95","101","3.46","1.33","2014"
"BOS","TOR","Jan 15, 2014","88","83","2.50","1.57","2014"
"ORL","CHI","Jan 15, 2014","125","128","2.99","1.42","2014"
"PHI","CHO","Jan 15, 2014","95","92","1.77","2.11","2014"
"WAS","MIA","Jan 15, 2014","114","97","3.13","1.39","2014"
"LAL","CLE","Jan 15, 2014","118","120","2.50","1.57","2014"
"MEM","OKC","Jan 15, 2014","90","87","1.91","1.93","2014"
"MIA","GSW","Jan 02, 2014","114","123","1.44","2.89","2014"
"CLE","ORL","Jan 02, 2014","87","81","1.74","2.15","2014"
"LAC","CHO","Jan 02, 2014","112","85","1.14","6.05","2014"
"DEN","PHI","Jan 02, 2014","102","114","1.20","4.84","2014"
"MIN","NOP","Jan 02, 2014","124","112","1.46","2.81","2014"
"ATL","GSW","Jan 03, 2014","100","101","2.33","1.65","2014"
"BOS","NOP","Jan 03, 2014","92","95","2.43","1.60","2014"
"WAS","TOR","Jan 03, 2014","88","101","1.63","2.38","2014"
"POR","CHO","Jan 03, 2014","134","104","1.12","7.05","2014"
"SAC","PHI","Jan 03, 2014","104","113","1.24","4.40","2014"
"PHO","MEM","Jan 03, 2014","91","99","1.45","2.87","2014"
"UTA","MIL","Jan 03, 2014","96","87","1.44","2.89","2014"
"SAS","NYK","Jan 03, 2014","101","105","1.11","7.38","2014"
"CHI","BOS","Jan 03, 2014","94","82","1.48","2.76","2014"
"OKC","BRK","Jan 03, 2014","93","95","1.10","7.94","2014"
"BRK","CLE","Jan 04, 2014","89","82","1.37","3.29","2014"
"IND","NOP","Jan 04, 2014","99","82","1.12","7.22","2014"
"ORL","MIA","Jan 04, 2014","94","110","5.19","1.19","2014"
"LAL","UTA","Jan 04, 2014","110","99","1.65","2.32","2014"
"DEN","MEM","Jan 04, 2014","111","108","1.53","2.60","2014"
"DAL","LAC","Jan 04, 2014","112","119","2.18","1.72","2014"
"HOU","NYK","Jan 04, 2014","102","100","1.13","6.59","2014"
"DAL","NYK","Jan 05, 2014","80","92","1.35","3.35","2014"
"OKC","BOS","Jan 05, 2014","119","96","1.21","4.77","2014"
"CLE","IND","Jan 05, 2014","78","82","5.19","1.18","2014"
"MIA","TOR","Jan 05, 2014","102","97","1.37","3.25","2014"
"WAS","GSW","Jan 05, 2014","96","112","2.33","1.65","2014"
"DET","MEM","Jan 05, 2014","84","112","1.68","2.26","2014"
"POR","PHI","Jan 05, 2014","99","101","1.09","8.15","2014"
"SAC","CHO","Jan 05, 2014","103","113","1.47","2.77","2014"
"PHO","MIL","Jan 05, 2014","116","100","1.25","4.17","2014"
"SAS","LAC","Jan 05, 2014","116","92","1.21","4.72","2014"
"CHI","ATL","Jan 05, 2014","91","84","1.49","2.71","2014"
"MIN","OKC","Jan 05, 2014","111","115","1.81","2.05","2014"
"BRK","ATL","Jan 06, 2014","91","86","1.81","2.04","2014"
"PHI","MIN","Jan 06, 2014","95","126","3.50","1.33","2014"
"LAL","DEN","Jan 06, 2014","115","137","2.20","1.71","2014"
"MIA","NOP","Jan 07, 2014","107","88","1.24","4.28","2014"
"NYK","DET","Jan 07, 2014","89","85","1.65","2.31","2014"
"CHO","WAS","Jan 07, 2014","83","97","2.01","1.84","2014"
"CLE","PHI","Jan 07, 2014","111","93","1.42","2.97","2014"
"IND","TOR","Jan 07, 2014","86","79","1.23","4.38","2014"
"LAC","ORL","Jan 07, 2014","101","81","1.28","3.89","2014"
"CLE","ATL","Dec 26, 2013","125","127","2.30","1.66","2013"
"GSW","LAC","Dec 26, 2013","105","103","1.68","2.26","2013"
"SAS","HOU","Dec 26, 2013","98","111","1.29","3.84","2013"
"BRK","MIL","Dec 27, 2013","104","93","1.52","2.63","2013"
"NYK","TOR","Dec 27, 2013","83","95","2.37","1.63","2013"
"CHO","OKC","Dec 27, 2013","85","89","3.69","1.30","2013"
"ORL","DET","Dec 27, 2013","109","92","2.53","1.56","2013"
"POR","LAC","Dec 27, 2013","116","112","1.55","2.56","2013"
"DAL","SAS","Dec 27, 2013","107","116","2.28","1.67","2013"
"HOU","MEM","Dec 27, 2013","100","92","1.30","3.72","2013"
"ATL","CHO","Dec 28, 2013","118","116","1.40","3.08","2013"
"IND","BRK","Dec 28, 2013","105","91","1.07","9.97","2013"
"TOR","NYK","Dec 28, 2013","115","100","1.36","3.28","2013"
"WAS","DET","Dec 28, 2013","106","82","1.63","2.37","2013"
"BOS","CLE","Dec 28, 2013","103","100","1.56","2.54","2013"
"GSW","PHO","Dec 28, 2013","115","86","1.37","3.23","2013"
"SAC","MIA","Dec 28, 2013","108","103","3.14","1.39","2013"
"UTA","LAL","Dec 28, 2013","105","103","1.60","2.45","2013"
"MIN","WAS","Dec 28, 2013","120","98","1.40","3.07","2013"
"NOP","DEN","Dec 28, 2013","105","89","1.65","2.32","2013"
"OKC","HOU","Dec 29, 2013","117","86","1.54","2.59","2013"
"SAS","SAC","Dec 29, 2013","112","104","1.10","7.80","2013"
"CLE","GSW","Dec 29, 2013","104","108","3.39","1.34","2013"
"ORL","ATL","Dec 29, 2013","109","102","1.65","2.32","2013"
"LAC","UTA","Dec 29, 2013","98","90","1.05","13.50","2013"
"POR","MIA","Dec 29, 2013","107","108","1.37","3.26","2013"
"PHO","PHI","Dec 29, 2013","115","101","1.16","5.81","2013"
"MIL","MIN","Dec 29, 2013","95","117","3.64","1.31","2013"
"CHI","DAL","Dec 29, 2013","83","105","2.19","1.72","2013"
"HOU","NOP","Dec 29, 2013","107","98","1.21","4.68","2013"
"MEM","DEN","Dec 29, 2013","120","99","1.66","2.29","2013"
"DET","WAS","Dec 30, 2013","99","106","1.71","2.19","2013"
"LAL","PHI","Dec 30, 2013","104","111","1.34","3.40","2013"
"HOU","SAC","Dec 31, 2013","106","110","1.18","5.22","2013"
"SAS","BRK","Dec 31, 2013","113","92","1.10","7.56","2013"
"ORL","GSW","Dec 31, 2013","81","94","3.04","1.41","2013"
"IND","CLE","Dec 31, 2013","91","76","1.08","8.97","2013"
"BOS","ATL","Dec 31, 2013","91","92","1.67","2.29","2013"
"LAC","PHO","Dec 31, 2013","88","107","1.27","3.99","2013"
"DEN","MIA","Dec 31, 2013","94","97","2.70","1.50","2013"
"UTA","CHO","Dec 31, 2013","83","80","1.72","2.19","2013"
"MEM","CHI","Dec 31, 2013","91","95","1.47","2.79","2013"
"MIN","DAL","Dec 31, 2013","98","100","1.57","2.51","2013"
"NOP","POR","Dec 31, 2013","110","108","2.08","1.79","2013"
"TOR","IND","Jan 01, 2014","95","82","2.96","1.42","2014"
"WAS","DAL","Jan 01, 2014","78","87","1.76","2.12","2014"
"LAL","MIL","Jan 01, 2014","79","94","1.40","3.12","2014"
"CHI","TOR","Jan 01, 2014","79","85","1.86","1.98","2014"
"OKC","POR","Jan 01, 2014","94","98","1.42","3.01","2014"
"ATL","SAC","Dec 18, 2013","124","107","1.39","3.15","2013"
"BOS","DET","Dec 18, 2013","106","107","1.92","1.91","2013"
"BRK","WAS","Dec 18, 2013","107","113","1.50","2.69","2013"
"MIA","IND","Dec 18, 2013","97","94","1.56","2.52","2013"
"ORL","UTA","Dec 18, 2013","82","86","1.66","2.31","2013"
"TOR","CHO","Dec 18, 2013","102","104","1.33","3.51","2013"
"GSW","NOP","Dec 18, 2013","104","93","1.23","4.47","2013"
"DEN","OKC","Dec 18, 2013","93","105","2.32","1.65","2013"
"MEM","LAL","Dec 18, 2013","92","96","1.76","2.13","2013"
"LAC","NOP","Dec 19, 2013","108","95","1.18","5.31","2013"
"HOU","CHI","Dec 19, 2013","109","94","1.28","3.94","2013"
"PHO","SAS","Dec 19, 2013","101","108","2.41","1.61","2013"
"DAL","MEM","Dec 19, 2013","105","91","1.18","5.14","2013"
"MIL","NYK","Dec 19, 2013","101","107","2.60","1.54","2013"
"MIN","POR","Dec 19, 2013","120","109","1.66","2.31","2013"
"ATL","UTA","Dec 20, 2013","118","85","1.29","3.84","2013"
